no,code,district,road,location,type,lat,long,folder_url
205,MS 218,พญาไท,พระราม ๖,หน้าอาคารเลขที่ ๑๘๐ ก่อนถึงอาคารทิปโก้,Type B2,13.782360,100.534020,
206,MS 219,ป้อมปราบศัตรูพ่าย,กรุงเกษม,ตรงข้ามโรงเรียนเทพศิรินทร์,Type B2,13.747190,100.516440,
207,MS 220,ป้อมปราบศัตรูพ่าย,กรุงเกษม,ตรงข้ามโรงเรียนสายปัญญา,Type B2,13.742860,100.515790,
208,MS 221,ป้อมปราบศัตรูพ่าย,กรุงเกษม,ตรงข้ามโรงเรียนสายปัญญา,Type B2,13.742880,100.515830,
209,MS 222,ป้อมปราบศัตรูพ่าย,กรุงเกษม,กระทรวงพัฒนาสังคมและความมั่นคงของมนุษย์,Type B2,13.755490,100.516770,
210,MS 225,ป้อมปราบศัตรูพ่าย,กรุงเกษม,ตรงข้ามถนนกูณมิตร,Type B2,13.759620,100.513280,
211,MS 226,ป้อมปราบศัตรูพ่าย,จักรวรรดิพงษ์,ข้างฝ่ายรักษาความสะอาด,Type B2,13.759460,100.508640,
212,MS 227,ป้อมปราบศัตรูพ่าย,วังจ้น,ตรงข้ามวัดดิสานุการาม(หน้าอาคารกรุงเทพ),Type B2,13.749380,100.507570,
213,MS 228,พระนคร,สะพานพุทธ,สวนหมอมสะพานพระนครปกเกล้าฯ เชิงสะพานพระปกเกล้าฯ และสะพานพุทธ,Type B2,13.740614,100.498782,
214,MS 229,ป้อมปราบศัตรูพ่าย,หลวง,หน้าวัดพลับพลาไขย,Type B2,13.746080,100.513300,
215,MS 230,ป้อมปราบศัตรูพ่าย,หลวง,หน้าโรงพยาบาลกลาง,Type B2,13.747160,100.509090,
216,MS 231,ป้อมปราบศัตรูพ่าย,นครสวรรค์,ด้านข้วยส น.บางลั้ง,Type B2,13.757060,100.507400,
217,MS 232,พญาไท,ประติพัทธ์,ตรงข้ามโรงแรมริมโด,Type B2,13.790960,100.542555,
218,MS 233,พระนคร,กรุงเกษม,อู่ถนนล้อยเส ๔๓ (ตรงข้ามมช.เทเวศร์ ๑) ย้ายมาหน้าวัดกฎหมายตริยาราม (1/2),Type B2,13.764912,100.507962,
219,MS 234,พระนคร,กรุงเกษม,ตรงข้ามโรงเรียนวัดมกุฎกษัตริย์ (2/2),Type B2,13.764885,100.507988,
220,MS 235,พระนคร,กรุงเกษม,หน้าโรงเรียนวัดมกุฎกษัตริย์,Type B2,13.765325,100.507464,
221,MS 236,พระนคร,บวรนิเวศน์,วัดบวรนิเวศวิหาร,Type B2,13.760687,100.499479,
222,MS 237,พระนคร,ประชาธิปไตย,หน้าวัดตรีทศเทพ,Type B2,13.761997,100.503989,
223,MS 238,พระนคร,บวรนิเวศน์,หน้าวัดบวรนิเวศวิหาร,Type B2,13.760713,100.499201,
224,MS 239,พระนคร,มหาไชย,หน้าเมฮอรีคีสถิสง์บูรพา,Type B2,13.745645,100.502668,
225,MS 240,พระนคร,มหาไชย,ข้างวัดราชนัดดา,Type B2,13.754329,100.505043,
226,MS 242,ดุสิต,สุโขทัย,ปากช.สุโขทัย ๑๐,Type B2,13.779177,100.514574,
227,MS 244,พระนคร,มหาราช,เลยหน้าโรงเรียนราชินี ก่อนถึงซอยท่าข้าม,Type B2,13.743161,100.493792,
228,MS 245,พระนคร,มหาราช,หน้าโรงเรียนราชินี,Type B2,13.743187,100.494081,
229,MS 246,พระนคร,รอบสนามหลวง,หน้าวัดมหาธาตุ,Type B2,13.754265,100.489550,
230,MS 247,พระนคร,กรุงเกษม,ตรงข้าม มช.เทเวศร์ ๑,Type B2,13.766885,100.506167,
231,MS 248,พระนคร,อุณากรรม,หน้า รร.เบญจมราชาลัย,Type B2,13.749891,100.501543,
232,MS 249,พระนคร,อุณากรรม,ด้านหน้าวัดสุทัศน์,Type B2,13.749837,100.501515,
233,MS 252,พระนคร,ราชินี,ตรงข้ามวังสาราญรมย์,Type B2,13.744855,100.496170,
234,MS 253,ป้อมปราบศัตรูพ่าย,กรุงเกษม,หน้าศูนย์ไซรตดนบาคม TOT (องค์กรไทรศัพท์) ก่อน ศ.กฎมิตร,Type A,13.758640,100.514250,
235,MS 258,พระนคร,กรุงเกษม,ตรงข้ามโรงเรียนศตรีรนารถ เยื้องซ.เทเวศร์ 1,Type B2,13.768673,100.504535,
236,MS 259,พระนคร,เจริญกรุง,หน้าวังสาราญรมย์ (ทางไปจรัส),Type A,13.747331,100.495642,
237,MS 260,พระนคร,เจริญกรุง,"ตรงข้ามวังสาราญรมย์, (ทางไปวัดพระแก้ว ใกล้โรงเรียนวัดราชบพิธ), (๑/๒)",Type A,13.747235,100.495070,
238,MS 261,พระนคร,เจริญกรุง,"ตรงข้ามวังสาราญรมย์, (ทางไปวัดพระแก้ว ใกล้โรงเรียนวัดราชบพิธ), (๒/๒)",Type A,13.747233,100.494992,
239,MS 262,พระนคร,ดรีเพชร,หน้าโรงเรียนสวนกุหลาบ (ไปแยกหกหรุด),Type A,13.741986,100.499029,
240,MS 263,พระนคร,ตีทอง,หน้าโรงเรียนวัดสุทัศน์,Type A,13.750144,100.500313,
241,MS 264,พระนคร,ตีทอง,หน้าโรงเรียนวัดสุทัศน์,Type A,13.750074,100.500313,
242,MS 265,พระนคร,ประชาธิปไตย,ตรงข้ามอาคารสงเคราะห์กองทัพบก (ใกล้โรงเรียนวัดมกฎฯ) มาจากแยกสุทิสหักษัตริย์,Type A,13.763800,100.505038,
243,MS 266,พระนคร,ประชาธิปไตย,ตรงข้ามอาคารสงเคราะห์กองทัพบก (ใกล้โรงเรียนวัดมกฎฯ) มาจากแยกสุทิสหักษัตริย์,Type A,13.763800,100.505038,
244,MS 267,พระนคร,มหาไชย,หน้าบ้านนำร่าบนถนนลอย เยื้องวัดราชนัดดา,Type B2,13.753772,100.505054,
245,MS 268,ป้อมปราบศัตรูพ่าย,เสือป่า,ก่อนทางเข้าโรงพยาบาลกลาง ก่อนถึงโรงพยาบาลกลาง (๑/๒),Type A,13.745640,100.509399,
246,MS 269,ป้อมปราบศัตรูพ่าย,เสือป่า,ก่อนทางเข้าโรงพยาบาลกลาง ก่อนถึงโรงพยาบาลกลาง (๒/๒),Type A,13.745607,100.509477,
247,MS 270,ป้อมปราบศัตรูพ่าย,เสือป่า,หน้า ธ.กรุงเทพฯ สาขาเสือป่า (ใกล้ไล้ หลาคา) ตรงข้ามโรงพยาบาลกลาง,Type A,13.746459,100.510184,
248,MS 271,ป้อมปราบศัตรูพ่าย,หลานหลวง,หน้าบริษัทการบินไทย ก่อนถึงแยกผ่านฟ้าสีลาศ,Type A,13.756302,100.507206,
249,MS 272,พระนคร,ถนนราชบพิธ,ตรงข้าม รร.ราชบพิธ,Type A,13.745446,100.495639,
250,MS 273,พระนคร,สนามไชย,หน้า ร.ร.วัดราชบพิธ (ทดแทน),Type B,13.744370,100.494630,
251,MS 274,พระนคร,สนามไชย,ตรงข้าม หน้า ร.ร.วัดราชบพิธ หน้ามิวเขียมสยาม (ก่อนถึงซอยเศรษฐกาจ) (ทดแทน),Type B,13.744200,100.494598,
252,MS 275,พระนคร,ลาดพร้าว,ก่อนถึง ซ.ลาดพร้าว 89 (2/2),Type B,13.780819,100.618965,
253,MS 277,ป้อมปราบ,ยุคล 2,ธนาคารกรุงไทย,Type S,13.749417,100.511500,
254,MS 278,ดินแดง,ประชาสงเคราะห์,หน้าตลาดห้วยขวาง,Type S,13.777645,100.568047,
255,MS 279,ห้วยขวาง,พระราม ๙,อาคารวรรสมบัติ,Type S,13.755461,100.571519,
256,MS 280,ดินแดง,ดินแดง,หน้าแฟลตดินแดง 1,Type S,13.760917,100.553818,
257,MS 281,ดินแดง,ดินแดง,หน้าแฟลตดินแดง 2,Type S,13.760917,100.553818,
258,MS 282,ดุสิต,ขาว,สมาคมศิษย์เก่าวชิรพยาบาล (วิทยาลัยพยาบาลเกื้อการุณย์) ถนนขาว เขตดุสิต,Type S,13.781779,100.506628,
259,MS 283,ดุสิต,สามเสน,ตรงข้ามโรงเรียนเซนต์คาเบรียล,Type A,13.776367,100.507406,
