timestamp,code,round,team,status,reason
2026-01-10 17:45:00,TNS 073,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-24 16:55:00,MS 092,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-15 18:25:00,SS 040,1,ทีม A,แก้ไขไม่ได้,พื้นที่เข้าถึงลำบาก
2026-01-21 10:10:00,ES 085,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-01 18:20:00,ES 059,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-05 19:56:00,ES 167,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-07 10:24:00,ES 094,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-19 10:11:00,SS 067,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-06 14:54:00,ES 556,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-21 20:39:00,ES 436,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-07 15:09:00,SS 057,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-16 13:20:00,TNS 213,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-06 19:42:00,SS 152,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-17 11:15:00,ES 063,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-20 09:46:00,NS 155,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-29 19:26:00,TNS 120,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-01 14:22:00,ES 609,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-31 20:55:00,MS 016,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-05 20:54:00,NS 123,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-21 12:06:00,ES 515,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-26 14:10:00,TNS 093,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-27 09:21:00,MS 007,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-28 18:10:00,NS 062,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-07 13:13:00,ES 150,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-05 19:59:00,ES 123,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-20 11:06:00,ES 328,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-05 15:09:00,TNS 136,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-28 09:18:00,MS 265,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-02 11:10:00,NS 125,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-24 09:19:00,TNS 171,1,ทีม B,แก้ไขไม่ได้,รอวัสดุจาก supplier
2026-02-27 18:16:00,ES 422,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-25 10:23:00,MS 097,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-29 08:16:00,SS 129,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-15 12:36:00,TNS 221,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-14 18:06:00,MS 040,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-21 16:26:00,MS 053,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-23 14:52:00,MS 108,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-06 11:30:00,MS 222,1,ทีม B,แก้ไขไม่ได้,รอวัสดุจาก supplier
2026-02-27 19:02:00,ES 272,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-18 15:11:00,MS 161,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-09 08:27:00,NS 190,1,ทีม A,แก้ไขไม่ได้,อุปกรณ์ไม่พอ รอเบิกเพิ่ม
2026-01-13 18:09:00,TNS 050,1,ทีม B,แก้ไขไม่ได้,รอวัสดุจาก supplier
2026-02-16 20:04:00,ES 218,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-26 16:20:00,TNS 261,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-28 08:50:00,TNS 225,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-10 10:36:00,NS 089,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-06 20:06:00,ES 251,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-26 13:56:00,ES 561,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-11 15:36:00,NS 054,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-18 14:09:00,ES 521,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-26 13:44:00,ES 293,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-31 12:57:00,ES 199,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-22 20:19:00,ES 104,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-01 19:43:00,TNS 095,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-09 12:47:00,MS 191,1,ทีม B,แก้ไขไม่ได้,อุปกรณ์ไม่พอ รอเบิกเพิ่ม
2026-01-21 12:46:00,MS 270,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-06 11:28:00,ES 522,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-27 19:31:00,TNS 089,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-02 20:10:00,MS 070,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-02 14:08:00,SS 069,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-26 11:53:00,SS 148,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-30 08:58:00,ES 393,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-18 13:52:00,ES 331,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-10 09:43:00,NS 156,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-01 17:28:00,SS 142,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-07 16:22:00,NS 090,1,ทีม B,แก้ไขไม่ได้,รอวัสดุจาก supplier
2026-02-27 12:47:00,NS 157,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-25 08:10:00,MS 029,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-11 11:43:00,TNS 130,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-27 16:01:00,ES 048,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-09 18:11:00,ES 185,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-08 20:19:00,MS 211,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-25 13:29:00,NS 171,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-20 18:33:00,TNS 235,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-01 16:42:00,TNS 187,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-08 17:18:00,ES 445,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-31 09:21:00,SS 080,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-25 12:16:00,TNS 102,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-03 20:15:00,ES 100,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-21 20:38:00,SS 130,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-13 10:46:00,ES 591,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-19 12:58:00,NS 149,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-17 08:37:00,NS 097,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-15 11:43:00,TNS 146,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-12 13:32:00,NS 235,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-23 18:56:00,ES 017,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-31 10:47:00,ES 221,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-05 20:58:00,NS 015,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-27 13:41:00,ES 279,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-15 19:55:00,ES 555,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-26 13:23:00,MS 151,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-30 09:30:00,MS 232,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-07 17:39:00,SS 091,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-13 16:07:00,ES 093,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-27 08:55:00,MS 227,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-13 13:26:00,ES 105,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-25 19:11:00,SS 053,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-10 10:20:00,SS 141,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-18 11:48:00,ES 403,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-11 15:50:00,MS 144,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-28 18:27:00,SS 019,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-31 14:00:00,ES 607,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-16 13:00:00,ES 151,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-03 11:01:00,TNS 135,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-16 11:44:00,NS 168,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-07 14:32:00,NS 056,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-22 08:19:00,TNS 029,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-03 17:33:00,ES 587,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-13 10:21:00,ES 244,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-13 10:58:00,ES 268,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-15 19:08:00,TNS 086,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-07 16:10:00,MS 212,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-11 20:02:00,TNS 194,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-17 20:34:00,TNS 134,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-04 18:06:00,SS 028,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-08 14:28:00,MS 150,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-17 15:44:00,ES 300,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-13 18:00:00,ES 412,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-07 18:33:00,NS 178,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-14 10:26:00,MS 229,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-09 09:18:00,NS 160,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-01 11:38:00,ES 083,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-23 16:12:00,SS 088,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-19 10:02:00,ES 080,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-14 15:21:00,ES 285,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-12 09:58:00,MS 083,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-12 15:09:00,NS 104,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-05 19:46:00,TNS 128,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-11 11:29:00,NS 069,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-04 09:52:00,ES 310,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-24 12:23:00,TNS 186,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-08 09:54:00,ES 291,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-09 18:41:00,TNS 115,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-27 15:39:00,TNS 277,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-06 13:52:00,ES 337,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-26 14:29:00,MS 210,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-14 15:51:00,MS 010,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-21 10:07:00,MS 089,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-04 10:06:00,NS 174,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-31 20:36:00,NS 179,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-25 20:22:00,NS 226,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-26 19:57:00,NS 138,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-01 09:56:00,SS 038,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-05 12:41:00,MS 011,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-25 18:33:00,NS 106,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-03 16:44:00,ES 035,1,ทีม A,แก้ไขไม่ได้,พื้นที่เข้าถึงลำบาก
2026-02-16 11:30:00,MS 157,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-11 14:09:00,MS 079,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-11 16:54:00,ES 225,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-25 10:04:00,SS 171,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-22 12:03:00,MS 028,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-25 14:52:00,ES 055,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-29 20:36:00,NS 105,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-01 15:20:00,ES 557,1,ทีม A,แก้ไขเรียบร้อย,
2026-01-07 14:26:00,ES 473,1,ทีม A,แก้ไขไม่ได้,ต้องใช้รถเครน
2026-01-01 09:50:00,ES 106,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-05 11:41:00,NS 117,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-22 08:52:00,ES 354,1,ทีม A,แก้ไขไม่ได้,พื้นที่เข้าถึงลำบาก
2026-01-22 16:49:00,NS 209,1,ทีม B,แก้ไขเรียบร้อย,
2026-01-24 19:28:00,MS 181,1,ทีม A,แก้ไขเรียบร้อย,
2026-02-12 11:00:00,ES 307,1,ทีม B,แก้ไขเรียบร้อย,
2026-02-10 20:18:00,ES 510,1,ทีม B,แก้ไขเรียบร้อย,
2026-03-24 12:13:00,TNS 090,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-08 18:22:00,ES 218,2,ทีม B,แก้ไขไม่ได้,ต้องใช้รถเครน
2026-04-11 17:58:00,ES 094,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-25 20:07:00,ES 341,2,ทีม B,แก้ไขไม่ได้,พื้นที่เข้าถึงลำบาก
2026-04-16 12:01:00,NS 143,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-02 15:31:00,ES 292,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-11 11:20:00,TNS 121,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-11 20:34:00,TNS 173,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-14 18:40:00,TNS 130,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-28 09:13:00,MS 246,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-05 19:43:00,ES 220,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-15 13:02:00,ES 534,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-12 20:16:00,SS 138,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-15 12:26:00,ES 406,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-26 14:20:00,ES 389,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-08 16:00:00,ES 248,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-07 08:44:00,MS 210,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-02 09:18:00,ES 446,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-19 20:59:00,NS 070,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-22 18:01:00,TNS 258,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-15 10:47:00,ES 395,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-24 16:18:00,TNS 120,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-26 20:55:00,MS 093,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-05 16:09:00,ES 221,2,ทีม A,แก้ไขไม่ได้,ต้องใช้รถเครน
2026-04-06 17:25:00,TNS 203,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-17 19:57:00,MS 262,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-27 18:54:00,ES 096,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-15 17:53:00,SS 183,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-12 18:51:00,TNS 029,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-05 15:41:00,SS 091,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-05 12:06:00,ES 253,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-01 13:22:00,TNS 236,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-16 09:18:00,NS 056,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-21 15:28:00,TNS 001,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-20 19:37:00,SS 092,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-24 20:20:00,NS 168,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-21 11:50:00,ES 280,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-11 14:17:00,NS 157,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-16 13:56:00,ES 009,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-23 20:19:00,NS 222,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-12 18:38:00,TNS 160,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-24 10:57:00,ES 100,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-26 18:04:00,SS 019,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-24 16:40:00,NS 020,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-07 14:49:00,SS 084,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-05 12:34:00,NS 123,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-10 13:25:00,NS 177,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-07 19:54:00,TNS 257,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-02 16:05:00,ES 367,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-01 18:15:00,TNS 069,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-09 15:10:00,SS 070,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-06 18:55:00,ES 360,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-31 13:02:00,TNS 149,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-15 09:16:00,ES 267,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-12 11:33:00,ES 213,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-28 15:56:00,MS 198,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-11 13:06:00,SS 235,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-17 17:34:00,SS 116,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-25 13:37:00,SS 128,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-25 11:33:00,MS 059,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-25 13:31:00,MS 192,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-01 16:56:00,MS 271,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-15 09:32:00,SS 134,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-12 10:23:00,TNS 071,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-27 20:21:00,TNS 214,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-31 15:13:00,ES 522,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-27 08:15:00,ES 575,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-07 10:08:00,MS 220,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-10 08:10:00,MS 103,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-03 14:38:00,ES 629,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-16 18:52:00,NS 061,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-14 15:38:00,ES 278,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-11 11:53:00,ES 287,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-20 17:52:00,MS 259,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-02 12:10:00,SS 120,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-08 17:04:00,TNS 086,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-09 09:01:00,TNS 185,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-28 16:43:00,NS 185,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-08 09:11:00,MS 010,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-08 08:56:00,TNS 089,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-12 10:57:00,SS 007,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-19 18:41:00,MS 042,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-24 08:44:00,TNS 110,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-21 15:50:00,TNS 162,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-21 19:58:00,SS 182,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-17 15:49:00,ES 450,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-06 12:38:00,ES 416,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-01 19:47:00,ES 434,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-08 16:00:00,SS 165,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-14 20:20:00,TNS 116,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-10 14:41:00,ES 611,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-04 14:36:00,TNS 059,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-13 14:48:00,MS 108,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-20 16:30:00,TNS 030,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-05 15:16:00,ES 276,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-19 19:25:00,TNS 107,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-12 09:47:00,SS 218,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-14 10:06:00,ES 369,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-20 13:51:00,NS 167,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-10 08:51:00,NS 248,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-31 17:27:00,TNS 074,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-15 13:05:00,SS 191,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-26 17:41:00,MS 060,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-08 08:49:00,ES 237,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-29 08:12:00,TNS 211,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-20 17:32:00,MS 122,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-13 08:23:00,SS 037,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-11 09:17:00,NS 117,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-26 14:37:00,SS 079,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-17 19:04:00,SS 054,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-16 16:58:00,TNS 019,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-22 12:14:00,MS 268,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-26 17:00:00,TNS 033,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-02 09:35:00,TNS 184,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-22 09:51:00,NS 229,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-22 20:36:00,ES 601,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-25 17:30:00,MS 280,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-19 15:43:00,ES 027,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-25 08:30:00,NS 206,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-25 18:50:00,ES 219,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-15 20:20:00,ES 052,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-04 08:44:00,MS 183,2,ทีม B,แก้ไขไม่ได้,สภาพอากาศไม่เอื้ออำนวย
2026-03-06 14:43:00,ES 302,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-12 15:20:00,ES 109,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-06 12:11:00,TNS 025,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-13 11:47:00,ES 116,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-14 11:12:00,ES 414,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-23 10:49:00,ES 560,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-06 18:42:00,TNS 189,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-18 16:02:00,TNS 266,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-21 15:57:00,ES 334,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-18 16:17:00,ES 602,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-06 10:03:00,TNS 052,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-04 08:32:00,ES 527,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-13 20:11:00,ES 304,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-30 13:44:00,ES 128,2,ทีม A,แก้ไขไม่ได้,สภาพอากาศไม่เอื้ออำนวย
2026-03-14 14:37:00,TNS 067,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-09 12:11:00,TNS 264,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-31 17:21:00,ES 631,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-28 11:26:00,ES 422,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-26 12:28:00,TNS 196,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-06 18:14:00,NS 244,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-21 11:35:00,ES 067,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-13 10:51:00,MS 136,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-01 10:26:00,NS 060,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-27 18:33:00,ES 210,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-20 12:35:00,SS 148,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-14 10:03:00,TNS 036,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-31 18:06:00,TNS 167,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-17 13:23:00,SS 036,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-27 09:22:00,ES 465,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-11 18:34:00,SS 212,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-23 13:43:00,SS 035,2,ทีม B,แก้ไขไม่ได้,พื้นที่เข้าถึงลำบาก
2026-03-29 09:24:00,MS 201,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-10 10:40:00,ES 498,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-09 17:25:00,NS 182,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-22 11:20:00,TNS 078,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-15 12:38:00,ES 605,2,ทีม B,แก้ไขเรียบร้อย,
2026-03-29 20:55:00,TNS 072,2,ทีม B,แก้ไขเรียบร้อย,
2026-04-03 15:26:00,TNS 013,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-02 10:46:00,ES 097,2,ทีม A,แก้ไขเรียบร้อย,
2026-04-17 19:47:00,MS 184,2,ทีม A,แก้ไขเรียบร้อย,
2026-03-26 09:06:00,MS 267,2,ทีม A,แก้ไขเรียบร้อย,
